name,site,category,phone,adress,city,postal_code,latitude,longitude,rating,reviews,working_hours,location_link
Buharishop,https://www.facebook.com/buharishop/,Pharmacy,+389 71 823 351,"Cvetan Dimov 51, Skopje 1000",Skopje,1000,42.0102891,21.4439064,3,1,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Buharishop/@42.0102891,21.4439064,14z/data=!4m8!1m2!2m1!1sBuharishop!3m4!1s0x1354157e6416f983:0xd97069c5b2f2c182!8m2!3d42.0102891!4d21.4439064"
Zegin Cvetan Dimov,Not available,Pharmacy,Not available,"2C6V+8R8, Cvetan Dimov, Skopje 1000",Skopje,1000,42.0107856,21.4445823,1,1,Not available,"https://www.google.com/maps/place/Zegin+Cvetan+Dimov/@42.0107856,21.4445823,14z/data=!4m8!1m2!2m1!1sZegin+Cvetan+Dimov!3m4!1s0x13541509713e6d9f:0x43617d3ddaa1704f!8m2!3d42.0107856!4d21.4445823"
Берна фарм,Not available,Pharmacy,Not available,"Makedonya (EYMC MK, Cvetan Dimov BB, Skopje 1000",Skopje,1000,42.012235,21.4453237,3.8,5,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""9AM-9PM""}","https://www.google.com/maps/place/%D0%91%D0%B5%D1%80%D0%BD%D0%B0+%D1%84%D0%B0%D1%80%D0%BC/@42.012235,21.4453237,14z/data=!4m8!1m2!2m1!1s%D0%91%D0%B5%D1%80%D0%BD%D0%B0+%D1%84%D0%B0%D1%80%D0%BC!3m4!1s0x13541576cae9c4ad:0xe581fe606e381e0a!8m2!3d42.012235!4d21.4453237"
Дател фарма,Not available,Pharmacy,+389 2 261 2536,"Трговски Центар, Стара Деветка, Blagoje Parovikj 1000, Skopje 1000",Skopje,1000,42.0159397,21.4344724,Not available,Not available,Not available,"https://www.google.com/maps/place/%D0%94%D0%B0%D1%82%D0%B5%D0%BB+%D1%84%D0%B0%D1%80%D0%BC%D0%B0/@42.0159397,21.4344724,14z/data=!4m8!1m2!2m1!1s%D0%94%D0%B0%D1%82%D0%B5%D0%BB+%D1%84%D0%B0%D1%80%D0%BC%D0%B0!3m4!1s0x13541504a8a5ae61:0x6e1f8cf500874e6f!8m2!3d42.0159397!4d21.4344724"
Datel Farma,https://www.facebook.com/datelfarma,Pharmacy,+389 75 326 432,"MK, Georgi Popristov 1/1, Skopje 1000",Skopje,1000,42.0155841,21.4356365,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""9:30AM-2:30PM""}","https://www.google.com/maps/place/Datel+Farma/@42.0155841,21.435636499999998,14z/data=!4m8!1m2!2m1!1sDatel+Farma!3m4!1s0x13541503f5f50623:0x39e848a71d357c31!8m2!3d42.0155841!4d21.435636499999998"
Оптика Оптик,Not available,Pharmacy,+389 78 755 300,"Metodija Mitevski, Skopje, Macedonia (FYROM) 3/2, 1000",Skopje,1000,42.0185424,21.4323685,5,1,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""10AM-2PM""}","https://www.google.com/maps/place/%D0%9E%D0%BF%D1%82%D0%B8%D0%BA%D0%B0+%D0%9E%D0%BF%D1%82%D0%B8%D0%BA/@42.0185424,21.4323685,14z/data=!4m8!1m2!2m1!1s%D0%9E%D0%BF%D1%82%D0%B8%D0%BA%D0%B0+%D0%9E%D0%BF%D1%82%D0%B8%D0%BA!3m4!1s0x135415036bcc6a17:0x7d1b8ba78f7ad53e!8m2!3d42.0185424!4d21.4323685"
Zegin Bit Pazar,http://www.zegin.com.mk/,Pharmacy,+389 2 329 8734,"2C2Q+XPR, Skopje 1000",Skopje,1000,42.0024773,21.4392689,3.8,9,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Zegin+Bit+Pazar/@42.002477299999995,21.4392689,14z/data=!4m8!1m2!2m1!1sZegin+Bit+Pazar!3m4!1s0x135415af62c999ad:0x531ecc11721389db!8m2!3d42.002477299999995!4d21.4392689"
Eurofarm,http://eurofarm.com.mk/,Pharmacy,+389 2 320 9696,"Mirche Acev br. 2, Skopje 1000",Skopje,1000,41.9936809,21.4360175,4.5,15,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}","https://www.google.com/maps/place/Eurofarm/@41.9936809,21.4360175,14z/data=!4m8!1m2!2m1!1sEurofarm!3m4!1s0x135415b06851ef69:0xc9c67fd470c5f1c9!8m2!3d41.9936809!4d21.4360175"
AL-NE Pharmacy,https://instagram.com/pharmacy.alne?igshid=15cw9lgmtmpaq,Pharmacy,+389 2 263 8240,"Kemal Ataturk 75, Skopje 1000",Skopje,1000,42.0132253,21.4431575,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""9AM-11PM""}","https://www.google.com/maps/place/AL-NE+Pharmacy/@42.013225299999995,21.443157499999998,14z/data=!4m8!1m2!2m1!1sAL-NE+Pharmacy!3m4!1s0x135415417e454ba1:0x857e5d2525663c59!8m2!3d42.013225299999995!4d21.443157499999998"
Betty,Not available,Pharmacy,Not available,"Boulevard Krste Petkov Misirkov 13, Skopje 1000",Skopje,1000,42.001053,21.4395851,Not available,Not available,Not available,"https://www.google.com/maps/place/Betty/@42.001053,21.4395851,14z/data=!4m8!1m2!2m1!1sBetty!3m4!1s0x1354159934f03415:0xe240b7006773e72c!8m2!3d42.001053!4d21.4395851"
Interevrogeneks,http://www.interevrogeneks.com/about-us/,Pharmacy,+389 2 321 5800,"XCWH+4X4, Nikola Vapcarov, Skopje 1000",Skopje,1000,41.995251,21.4299587,Not available,Not available,Not available,"https://www.google.com/maps/place/Interevrogeneks/@41.995250999999996,21.4299587,14z/data=!4m8!1m2!2m1!1sInterevrogeneks!3m4!1s0x135415b4e7fe6a03:0xc747a51d20d1cec3!8m2!3d41.995250999999996!4d21.4299587"
Билна Аптека Алкалоид,http://www.alkaloid.com.mk/,Pharmacy,+389 2 323 7975,"11th October St. 46, Skopje 1000",Skopje,1000,41.9886254,21.4359406,4.4,17,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-2PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%91%D0%B8%D0%BB%D0%BD%D0%B0+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BB%D0%BA%D0%B0%D0%BB%D0%BE%D0%B8%D0%B4/@41.9886254,21.4359406,14z/data=!4m8!1m2!2m1!1s%D0%91%D0%B8%D0%BB%D0%BD%D0%B0+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BB%D0%BA%D0%B0%D0%BB%D0%BE%D0%B8%D0%B4!3m4!1s0x135415c9a933729b:0xfcf36d62f9b97040!8m2!3d41.9886254!4d21.4359406"
Zegin GTC1,http://www.zegin.com.mk/,Pharmacy,+389 2 329 8980,"XCVM+QQW, Skopje 1000",Skopje,1000,41.9944886,21.4344549,3,1,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin+GTC1/@41.9944886,21.4344549,14z/data=!4m8!1m2!2m1!1sZegin+GTC1!3m4!1s0x135415b697a96e13:0x6ec9be636956807c!8m2!3d41.9944886!4d21.4344549"
Zegin Orthopedic,http://www.zegin.com.mk/,Pharmacy,+389 2 232 5421,"Chair, Skopje, 1000",Skopje,1000,41.991421,21.4368516,1,1,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin+Orthopedic/@41.991420999999995,21.4368516,14z/data=!4m8!1m2!2m1!1sZegin+Orthopedic!3m4!1s0x135415b7abaf3dd3:0xe168c5c398f3c627!8m2!3d41.991420999999995!4d21.4368516"
Frizersko Studio Glmour,Not available,Pharmacy,+389 70 599 954,"lokal 3/80, Vtora Makedonska Brigada, Skopje 1000",Skopje,1000,42.0221989,21.4369669,5,1,Not available,"https://www.google.com/maps/place/Frizersko+Studio+Glmour/@42.0221989,21.436966899999998,14z/data=!4m8!1m2!2m1!1sFrizersko+Studio+Glmour!3m4!1s0x135415efd21250eb:0x6accaf1ff088848b!8m2!3d42.0221989!4d21.436966899999998"
Oskar Lek,http://www.oskarlek.mk/,Pharmacy,+389 2 313 2227,"Boulevard Ilinden br.48, Skopje 1000",Skopje,1000,42.000851,21.426279,4.5,11,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Oskar+Lek/@42.000851,21.426278999999997,14z/data=!4m8!1m2!2m1!1sOskar+Lek!3m4!1s0x1354144d3fa797cd:0x65b6635945b0f27f!8m2!3d42.000851!4d21.426278999999997"
Zegin Topansko Pole 1,http://www.zegin.com.mk/,Pharmacy,+389 2 261 3601,"2C9M+WXR, Лазар Трповски, Skopje 1000",Skopje,1000,42.0198641,21.4348921,4.6,9,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}","https://www.google.com/maps/place/Zegin+Topansko+Pole+1/@42.0198641,21.4348921,14z/data=!4m8!1m2!2m1!1sZegin+Topansko+Pole+1!3m4!1s0x1354151b48f35039:0xbb78635ba69b3153!8m2!3d42.0198641!4d21.4348921"
Apteka Vita Farm,Not available,Pharmacy,+389 2 263 9000,"Dzhon Kenedi 25, Skopje 1000",Skopje,1000,42.0129683,21.4352341,5,4,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Apteka+Vita+Farm/@42.0129683,21.4352341,14z/data=!4m8!1m2!2m1!1sApteka+Vita+Farm!3m4!1s0x13541506f2f50c89:0x75055931f3895ab!8m2!3d42.0129683!4d21.4352341"
Natural Company,Not available,Pharmacy,Not available,"Dimitrie Chupovski 23, Skopie 1000",Skopje,1000,41.9945442,21.428943,Not available,Not available,Not available,"https://www.google.com/maps/place/Natural+Company/@41.9945442,21.428943,14z/data=!4m8!1m2!2m1!1sNatural+Company!3m4!1s0x1354151e8c93083d:0x5dcac851846b2768!8m2!3d41.9945442!4d21.428943"
Zegin GTC2,http://www.zegin.com.mk/,Pharmacy,+389 2 329 8544,"XCVM+VXH, Kej 13th November, Skopje 1000",Skopje,1000,41.99469,21.434994,4.5,2,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Zegin+GTC2/@41.99469,21.434994,14z/data=!4m8!1m2!2m1!1sZegin+GTC2!3m4!1s0x135415b6bf70a0ff:0x508f3f9971bacfcc!8m2!3d41.99469!4d21.434994"
Gold min 7,Not available,Pharmacy,Not available,"Vtora Makedonska Brigada 1000, Skopje 1000",Skopje,1000,42.0220383,21.43682,Not available,Not available,Not available,"https://www.google.com/maps/place/Gold+min+7/@42.0220383,21.436819999999997,14z/data=!4m8!1m2!2m1!1sGold+min+7!3m4!1s0x135415f2f9e445c1:0x531fcf6759bdd47d!8m2!3d42.0220383!4d21.436819999999997"
Alpi Farm 1,Not available,Pharmacy,Not available,"2CFM+366, Vtora Makedonska Brigada, Skopje 1000",Skopje,1000,42.0226641,21.433028,5,1,"{""Monday"": ""7:30AM-8PM"", ""Tuesday"": ""7:30AM-8PM"", ""Wednesday"": ""7:30AM-8PM"", ""Thursday"": ""7:30AM-8PM"", ""Friday"": ""7:30AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Alpi+Farm+1/@42.0226641,21.433028,14z/data=!4m8!1m2!2m1!1sAlpi+Farm+1!3m4!1s0x1354151c7a65cbe9:0x53c70078f2a23c38!8m2!3d42.0226641!4d21.433028"
Еурофарм,http://www.eurofarm.com.mk/,Pharmacy,+389 2 316 3202,"11th October St. 25, Skopje 1000",Skopje,1000,41.9895504,21.4360599,5,1,"{""Monday"": ""8AM-8:30PM"", ""Tuesday"": ""8AM-8:30PM"", ""Wednesday"": ""8AM-8:30PM"", ""Thursday"": ""8AM-8:30PM"", ""Friday"": ""8AM-8:30PM"", ""Saturday"": ""8AM-8:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%95%D1%83%D1%80%D0%BE%D1%84%D0%B0%D1%80%D0%BC/@41.9895504,21.4360599,14z/data=!4m8!1m2!2m1!1s%D0%95%D1%83%D1%80%D0%BE%D1%84%D0%B0%D1%80%D0%BC!3m4!1s0x1354150bbc166003:0xb7520fa51c1a532e!8m2!3d41.9895504!4d21.4360599"
Pharmacy Biofit Kozle,https://zk.mk/biofit,Pharmacy,+389 2 308 2246,"Kozle 44, Skopje 1000",Skopje,1000,41.9941194,21.4008874,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Pharmacy+Biofit+Kozle/@41.994119399999995,21.4008874,14z/data=!4m8!1m2!2m1!1sPharmacy+Biofit+Kozle!3m4!1s0x13541415b5621595:0xb43b5c055b845511!8m2!3d41.994119399999995!4d21.4008874"
Zegin Biser,http://www.zegin.com.mk/,Pharmacy,+389 2 240 3237,"lokal 6, Boulevard Jane Sandanski 24, Skopje 1000",Skopje,1000,41.9871034,21.462701,4.7,6,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Biser/@41.987103399999995,21.462701,14z/data=!4m8!1m2!2m1!1sZegin+Biser!3m4!1s0x135415929a151f33:0x8ed7fae7aab4b016!8m2!3d41.987103399999995!4d21.462701"
Lotos Pharm,Not available,Pharmacy,+389 2 321 3315,"XCXG+52C, Blvd. Saint Clement of Ohrid, Skopje 1000",Skopje,1000,41.9979252,21.4250135,Not available,Not available,Not available,"https://www.google.com/maps/place/Lotos+Pharm/@41.9979252,21.4250135,14z/data=!4m8!1m2!2m1!1sLotos+Pharm!3m4!1s0x1354144c83fbc94b:0x51f2181b04da0451!8m2!3d41.9979252!4d21.4250135"
Pavlofarm,Not available,Pharmacy,Not available,"29-ti Noemvri Rd 1000, Skopje 1000",Skopje,1000,42.0007978,21.418235,Not available,Not available,Not available,"https://www.google.com/maps/place/Pavlofarm/@42.0007978,21.418235,14z/data=!4m8!1m2!2m1!1sPavlofarm!3m4!1s0x13541506489077f9:0x906de307e8d4c643!8m2!3d42.0007978!4d21.418235"
Zegin Gradska bolnica,http://zegin.com.mk/,Pharmacy,+389 2 313 6280,"XCVM+5PP, Skopje 1000",Skopje,1000,41.9929707,21.4343168,4,7,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}","https://www.google.com/maps/place/Zegin+Gradska+bolnica/@41.9929707,21.434316799999998,14z/data=!4m8!1m2!2m1!1sZegin+Gradska+bolnica!3m4!1s0x135415b66533b9b9:0x4344104ae868fc8f!8m2!3d41.9929707!4d21.434316799999998"
Orange & Green,http://orange-green-lifestyle.com/macedonia/,Pharmacy,+389 71 888 899,"Gigo Mihajlovski 1-3 / 2, Skopje 1000",Skopje,1000,42.0018451,21.4120647,Not available,Not available,Not available,"https://www.google.com/maps/place/Orange+%26+Green/@42.0018451,21.4120647,14z/data=!4m8!1m2!2m1!1sOrange+%26+Green!3m4!1s0x135414444fb2447b:0xfe29962b3dae48fd!8m2!3d42.0018451!4d21.4120647"
Viola 24/7,http://viola.com.mk/,Pharmacy,+389 75 386 304,"Boulevard Jane Sandanski, Skopje 1000",Skopje,1000,41.9877619,21.4528673,4.5,20,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}","https://www.google.com/maps/place/Viola+24%2F7/@41.987761899999995,21.452867299999998,14z/data=!4m8!1m2!2m1!1sViola+24%2F7!3m4!1s0x13541595499ac54b:0xaab3565abb18e229!8m2!3d41.987761899999995!4d21.452867299999998"
Eurofarm,http://eurofarm.com.mk/,Pharmacy,+389 2 551 4501,"Anton Popov 5, Skopje 1000",Skopje,1000,41.9872165,21.4331688,3.9,7,Not available,"https://www.google.com/maps/place/Eurofarm/@41.987216499999995,21.4331688,14z/data=!4m8!1m2!2m1!1sEurofarm!3m4!1s0x135415cbe498fd49:0xc8134da4a6875892!8m2!3d41.987216499999995!4d21.4331688"
Eurofarm - Hipokrat,Not available,Pharmacy,+389 2 323 9754,"XCRG+45H, 50-та Дивизија, Skopje 1000",Skopje,1000,41.9903071,21.4254754,4.5,8,"{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Eurofarm+-+Hipokrat/@41.990307099999995,21.4254754,14z/data=!4m8!1m2!2m1!1sEurofarm+-+Hipokrat!3m4!1s0x13541434e2e624b1:0x98ed1dd4d18b1bcf!8m2!3d41.990307099999995!4d21.4254754"
Zegin,http://www.zegin.com.mk/,Pharmacy,+389 2 311 8388,"XCXG+RJX, Blvd Saint Clement of Ohrid, Skopje 1000",Skopje,1000,41.9996176,21.4266029,4.4,13,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin/@41.9996176,21.4266029,14z/data=!4m8!1m2!2m1!1sZegin!3m4!1s0x1354144cd8dfe627:0xb76520195529582a!8m2!3d41.9996176!4d21.4266029"
Apteka Vera,https://aptekavera.mk/,Pharmacy,+389 2 312 2337,"MK MK, Mitropolit Teodosij Gologanov, Skopje 1000",Skopje,1000,41.9949062,21.4203013,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Vera/@41.994906199999996,21.4203013,14z/data=!4m8!1m2!2m1!1sApteka+Vera!3m4!1s0x135415889fa4c001:0xe7a1d97d682b8742!8m2!3d41.994906199999996!4d21.4203013"
Natura therapy,Not available,Pharmacy,+389 70 230 720,"Blvd. Partizanski Odredi 25, Skopje 1000",Skopje,1000,41.9994693,21.4181608,Not available,Not available,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Natura+therapy/@41.9994693,21.4181608,14z/data=!4m8!1m2!2m1!1sNatura+therapy!3m4!1s0x1354155d81cd80dd:0xa752393381629c0f!8m2!3d41.9994693!4d21.4181608"
Viola - Bunjakovec,http://viola.com.mk/,Pharmacy,+389 2 311 7814,"Partizanski odredi 29/5, Skopje 1000",Skopje,1000,41.998874,21.420722,3.5,8,"{""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Viola+-+Bunjakovec/@41.998874,21.420721999999998,14z/data=!4m8!1m2!2m1!1sViola+-+Bunjakovec!3m4!1s0x1354144eb1a3ef07:0xbc03a08f40c39d99!8m2!3d41.998874!4d21.420721999999998"
Аптеки PlusPharma,https://pluspharma.mk/,Pharmacy,+389 2 261 4949,"MK MK, Боца Иванова 1, Skopje 1000",Skopje,1000,42.0275868,21.4439471,Not available,Not available,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B8+PlusPharma/@42.027586799999995,21.4439471,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B8+PlusPharma!3m4!1s0x135415710e644a7f:0x5f1246991db08858!8m2!3d42.027586799999995!4d21.4439471"
Вивалек,https://www.facebook.com/aptekavivalek.Skopje/,Pharmacy,+389 2 261 7740,"ул: Коце Металец бр:ББ, Skopje 1000",Skopje,1000,42.0115819,21.4594476,3.7,9,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%92%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5%D0%BA/@42.011581899999996,21.4594476,14z/data=!4m8!1m2!2m1!1s%D0%92%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5%D0%BA!3m4!1s0x1354157111ca4d0d:0x74a9b405b5017dd2!8m2!3d42.011581899999996!4d21.4594476"
Zegin Taftalidze,http://www.zegin.com.mk/,Pharmacy,+389 2 306 4161,"292Q+PRQ, Московска, Skopje 1000",Skopje,1000,42.0018433,21.3896159,4.4,7,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Taftalidze/@42.0018433,21.3896159,14z/data=!4m8!1m2!2m1!1sZegin+Taftalidze!3m4!1s0x13541472f08e4c25:0xa183ff5401857c41!8m2!3d42.0018433!4d21.3896159"
Zegin Avtokomanda 1,Not available,Pharmacy,+389 2 312 2060,"Jani Lukrovski 2, Skopje 1000",Skopje,1000,42.0016901,21.4608728,4.5,11,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Zegin+Avtokomanda+1/@42.0016901,21.4608728,14z/data=!4m8!1m2!2m1!1sZegin+Avtokomanda+1!3m4!1s0x1354159d26313343:0xfe256399b6dbf194!8m2!3d42.0016901!4d21.4608728"
Zegin Novo Lisiče,http://zegin.com.mk/,Pharmacy,+389 2 240 3213,"XFJF+R9M, Skopje 1000",Skopje,1000,41.9820963,21.473424,4.3,6,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Novo+Lisi%C4%8De/@41.982096299999995,21.473423999999998,14z/data=!4m8!1m2!2m1!1sZegin+Novo+Lisi%C4%8De!3m4!1s0x135415f53d617ec1:0x2558d19c1b2affc5!8m2!3d41.982096299999995!4d21.473423999999998"
Zegin,http://www.zegin.com.mk/,Pharmacy,+389 2 246 5556,"XCRW+9FG, Boulevard Kuzman Josifovski Pitu, Skopje 1000",Skopje,1000,41.9909488,21.4462164,3.8,13,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Zegin/@41.9909488,21.446216399999997,14z/data=!4m8!1m2!2m1!1sZegin!3m4!1s0x135415bf26283981:0xe6e6f11700953c95!8m2!3d41.9909488!4d21.446216399999997"
Zegin Bunjakovec,Not available,Pharmacy,+389 2 329 8504,"Leninova Centar, Skopje 1000",Skopje,1000,41.9985132,21.422788,4.6,21,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}","https://www.google.com/maps/place/Zegin+Bunjakovec/@41.9985132,21.422788,14z/data=!4m8!1m2!2m1!1sZegin+Bunjakovec!3m4!1s0x1354144c0e98a125:0x99e2815ec8f3cbab!8m2!3d41.9985132!4d21.422788"
